"A","Name on ballot","Candidate

Sequence","H1","   Type
      Nominat-
            ion","Electoral
district","H2","Sex","Candidate's full name","Voter number","SourceFile"
"255 ","Progress Party","10 ","","Party","Nineveh","","Male","Talib Abdul Karim Mahmoud Hamid Al-Maamari","7013 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","37 ","","Party","Dhi Qar","","Male","Talib Abdul Mawat Khamis Al-Haddani","5112 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","27 ","","Alliance","Dhi Qar","","Male","Talib Hamdan Marouh Hamad Al-Haidari","5479 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","11 ","","Alliance","Baghdad","","Male","Talib Hassan Darahesh Habib Al-Tamimi","2901 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","116 ","","Alliance","Baghdad","","Male","Talib Mohsen RaheefHazam Al-Hatami","3002 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","72 ","","Alliance","Baghdad","","Male","Talib Mohsen Sahen Badri Al-Saedi","3598 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","6 ","","Alliance","Baghdad","","Male","Talib Saddam Ajlan Shanawa Al-Atwani","4405 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","53 ","","Party","Baghdad","","Male","Talib Wali Kamar Khan Amiran Ar-
qawazi","2685 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","5 ","","Alliance","Wasit","","Male","Talib Zidane is tired Faraj Al-Maksousi","7721 ","ElectionCandidates_Original.csv"
"270 ","Iraq Reform Party","20 ","","Party","Baghdad","","   female
 ","Tamara Fahmiyi Omar Mohammed Al-
Durrah","4347 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","121 ","","Alliance","Baghdad","","Male","Tamim Abdoun AkkarSaeed Altamimiyi","4517 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","21 ","","Party","Dhi Qar","","   female
 ","Tamim Kamil Aziz Majeed Al-Jabri","5005 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","123 ","","Party","Baghdad","","   female
 ","Tamra Hamid Yousef Ahmed Al-Ghabawi","3839 ","ElectionCandidates_Original.csv"
"264 ","National Pioneers
Movement","17 ","","Party","Baghdad","","Male","Tariq Abdul Khadhan Laith Al-Maliki","4122 ","ElectionCandidates_Original.csv"
"237 ","Al-Hadbaa National
Alliance","46 ","","Alliance","Nineveh","","Male","Tariq Ahmed Mohammed Taha Al-Taha","6809 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","15 ","","Party","Al-Qadisiyah","","Male","Tariq Aziz Jassim Ali Al-Rashidi","1084 ","ElectionCandidates_Original.csv"
"240 ","National masses","3 ","","Party","Saladin","","Male","Tariq Hamad Ibrahim Rajab Al-Jubouri","5641 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","66 ","","Alliance","Baghdad","","Male","Tariq Hamid Muhammad Flaifel Al-Jabouri","2817 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","18 ","","Party","Nineveh","","Male","Tariq Hassan Ali Khadir Al-Khadir","6647 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","106 ","","Alliance","Baghdad","","Male","Tariq Hassan Saeed Habib","3298 ","ElectionCandidates_Original.csv"
"243 ","Evil is evil","21 ","","Alliance","Saladin","","Male","Tariq Hassan Saleh Khalifa Al-Jubouri","5707 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","10 ","","Alliance","Al-Qadisiyah","","Male","Tariq Jamil Nima Madhri Al-Yaqawi","1167 ","ElectionCandidates_Original.csv"
"313 ","Tariq Jassim Al-Zuhair Y","1 ","","  Pe-
rson","Baghdad","","Male","Tariq Jasib Salman Shakhir Al-Zuhair","4558 ","ElectionCandidates_Original.csv"
"266 ","Alliance of Excelle-
nce","23 ","","Alliance","Saladin","","Male","Tariq Khaled Mahmoud Abdel","5780 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","12 ","","Alliance","Saladin","","Male","Tariq Mandil Saleh Abdul-Ubaidi","5602 ","ElectionCandidates_Original.csv"
"290 ","Nineveh First All-
iance","20 ","","Alliance","Nineveh","","Male","Tariq Muhammad Dawood Ahmad Al-Aluni","7480 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","5 ","","Alliance","Al-Qadisiyah","","Male","Tariq Rahim Majeed Musa Al-Khayat","1162 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","22 ","","Alliance","Saladin","","Male","Tariq Rashid Yasser N Jassim Al-Samarani","5732 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","2 ","","Alliance","Babylon","","Male","Tariq Salah Hassan Shammar Al-Khafaji","1980 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","3 ","","Party","Saladin","","Male","Tariq Tawfiq Fahd Mahdi Al-Sadr","5737 ","ElectionCandidates_Original.csv"
"205 ","Anbar is our identity","20 ","","Alliance","Anbar","","Male","Tariq Youssef Mohammed Asal Al-Dhiyani","128 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","19 ","","Party","The egg","","Male","Tariq Zayresin Faraj Al-Asadi","532 ","ElectionCandidates_Original.csv"
"288 ","New generation","7 ","","Party","Nineveh","","   female
 ","Tarza Omar Osman Hama","7460 ","ElectionCandidates_Original.csv"
"264 ","National Pioneers
Movement","26 ","","Party","Baghdad","","   female
 ","Tasneem Haider Naama Mohsen Abu Raghif","4131 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","42 ","","Party","Baghdad","","female
 ","Tasneem Saleh Mahdi Jaed Al-Shi","3508 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","42 ","","Alliance","Baghdad","","Male","Tawfiq Mahmoud Naji Hassoun, may
God bless him","2932 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","115 ","","Alliance","Baghdad","","   female
 ","Taybah Tariq Hammad Shamkh Al-Dulaimi","4306 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","15 ","","Party","Baghdad","","Male","Tayf Hamid Muhammad Rahim al-Tamimiyi","3481 ","ElectionCandidates_Original.csv"
"236 ","Al-Omran Party","7 ","","Party","Nineveh","","   female
 ","Tayseer Malik Suhail Abul-Hadiddi","6748 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","16 ","","Party","Nineveh","","   female
 ","Tayseer Muhammad Abd al-Muharram
al-Hamdani","6645 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","76 ","","Alliance","Baghdad","","Male","Tell me Diab Mukhallaf Mulla Hamda","4267 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","6 ","","Alliance","Anbar","","Male","Terrible Hamid Farhan Hayes Al-Dhayani","308 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","73 ","","Alliance","Baghdad","","female
 ","Thabat Juma Abdul Hassan Al-Miyaji","2516 ","ElectionCandidates_Original.csv"
"239 ","Sumerian movement","33 ","","Party","Babylon","","Male","Thabet Jawad Kadhim Hasiran Al-
Jabouri","2091 ","ElectionCandidates_Original.csv"
"266 ","Alliance of Excelle-
nce","19 ","","Alliance","Saladin","","Male","Thabet Kamal Samir N Ab-
bas","5776 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","1 ","","Alliance","Nineveh","","Male","Thabet Muhammad Saeed Reza Bashar
al-Abbasi","7147 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","23 ","","Alliance","Nineveh","","Male","Thaer Abdel Halim Mahm-
oud Al-Ju'wani","6530 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","3 ","","Alliance","Baghdad","","Male","Thaer Abdel Jalil regarding the quality of Al-Shuwaili","3029 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","137 ","","Alliance","Baghdad","","Male","Thaer Abdelkhaleq Jabbar Lazem Al-Sadawi","2580 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","17 ","","Alliance","Babylon","","Male","Thaer Abdul Latif Abdul Hamid Ali Al-Azzawi","2109 ","ElectionCandidates_Original.csv"
"236 ","Al-Omran Party","13 ","","Party","Anbar","","Male","Thaer Abdul-Jabbar Muhammad Mashhad Al-Jalibawi","181 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","2 ","","Alliance","Babylon","","Male","Thaer Abdulkadhim MakhifAl-Jabouri's book","2183 ","ElectionCandidates_Original.csv"
"236 ","Al-Omran Party","10 ","","Party","Diyala","","Male","Thaer Abdullah Haseer N Mo-
hammed Al-Naimi","4808 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","125 ","","Alliance","Baghdad","","Male","Thaer Ghazi Abboud Da-
         oud Al-Anani","2876 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","34 ","","Alliance","The egg","","Male","Thaer Hamoudi Ne'meh Aboud Al-Matar","646 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","16 ","","Alliance","Najaf","","Male","Thaer Harith Bari Abbas Al-Janani","1641 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
                      gislation","2 ","","Alliance","Saladin","","Male","Thaer Hassan Mustafa Hamad Al-Naqeeb","5592 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","10 ","","Party","Babylon","","Male","Thaer Jassab Hassoun Mohammed Al-Jabouri","2133 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","58 ","","Alliance","Baghdad","","Male","Thaer Jassim Rasn Y
Hasirn","3910 ","ElectionCandidates_Original.csv"
"277 ","Our falc-
ons","27 ","","Alliance","Diyala","","Male","Thaer Khamis Ahmed KhalafAl-Zaidi","4978 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","11 ","","Party","Dhi Qar","","Male","Thaer Muftah Sebahi KhalafAl-Salman","5349 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","17 ","","Party","Babylon","","Male","Thaer Omran Shadhan Hassoun Al-Janani","2140 ","ElectionCandidates_Original.csv"
"240 ","National masses","53 ","","Party","Nineveh","","Male","Thaer Zahir Mansour Mohammed Al-Sabaawi","6871 ","ElectionCandidates_Original.csv"
"239 ","Sumerian movement","23 ","","Party","Babylon","","Male","Thaerris Dawood Abdullah Al-Maamouri","2081 ","ElectionCandidates_Original.csv"
"342 ","Thaera Youssef Aziz","1 ","","Pe-
rson","Erbil","","   female
 ","Thaira Youssef Aziz Saliwa Blender","108 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","12 ","","Party","Al-Qadisiyah","","   female
 ","Thamar Hasir N       Abdulzahra
Mous Al-Naeli","1125 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","37 ","","Alliance","The egg","","Male","Thamer Abdel-Dayem Salman Kanaan
Al-Kanaanani","699 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","13 ","","Party","Wasit","","Male","Thamer Abdul Amir Ali Shaher N
Kuyanni","7536 ","ElectionCandidates_Original.csv"
"243 ","Evil is evil","13 ","","Alliance","Saladin","","Male","Thamer Ahmed Ajil Ali Al-Jubouri","5699 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","49 ","","Alliance","Nineveh","","Male","Thamer Bashir Mahmoud Jassim Al-Rajabo","6990 ","ElectionCandidates_Original.csv"
"205 ","Anbar is our identity","15 ","","Alliance","Anbar","","Male","Thamer Hamid Farhan Hamid Al-Julaibawi","123 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","23 ","","Alliance","The egg","","Male","Thamer Juma Thamer Shalash Al-Hamoudi","835 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","7 ","","Alliance","Najaf","","Male","Thamer Kamel Haseer N Jiad
Al-Waili","1751 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","22 ","","Party","Diyala","","Male","Thamer KhalafMuslih Daji Al-Obaidi","4648 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","38 ","","Alliance","Nineveh","","Male","Thamer Khalil Ibrahim Ahmed
Al-Suwaifen Y","6717 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","25 ","","Alliance","Babylon","","Male","Thamer Maksad Hamza Mughid Al-Maamouri","2003 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","86 ","","Alliance","Baghdad","","Male","Thamer Mohammed Ali Shaltagh Janani","3278 ","ElectionCandidates_Original.csv"
"272 ","The Arab Project, Iraq","29 ","","Party","Nineveh","","Male","Thamer Mohammed Ali
Mohammed Al-Hafni","7235 ","ElectionCandidates_Original.csv"
"201 ","Yazidi Cause Alliance","1 ","","Alliance","Nineveh","","Male","Thamer NayefKhalaf Bakr Al-
Shahwani","6477 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","9 ","","Party","Najaf","","Male","Thamer Saeed Abdul Zahra Nasser Al-Nasseri","1658 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","15 ","","Alliance","Al-Qadisiyah","","Male","Thamer Saleh Mahdi Laithi Al-Badri","1194 ","ElectionCandidates_Original.csv"
"239 ","Sumerian movement","22 ","","Party","Babylon","","Male","Thamer Shaker Jassim Zalukh Al-Jabouri","2080 ","ElectionCandidates_Original.csv"
"283 ","Summits Alliance","21 ","","Alliance","Anbar","","Male","Thamer Youssef Hamadi Hasirn Al-Issawi","353 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","82 ","","Alliance","Baghdad","","Male","Thamer Youssef Hamadi Omar Al-Attiyah","4059 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","16 ","","Alliance","Nineveh","","   female
 ","Thamera Kamel Karim Rashid","6957 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","3 ","","Party","Babylon","","Male","Thamerdhiban Hassoun Aboud
Al-Hamdani","1793 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","15 ","","Alliance","Karbala","","Male","Thamermos Maji Hamadi Al-Qazwithin
Y","5981 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","22 ","","Alliance","Diyala","","Male","Thamersi Mohammed Jassim","4845 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","4 ","","Alliance","Maysan","","   female
 ","Thanaa Faraj Othman Rabah Al-Rubaie","6459 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","130 ","","Party","Baghdad","","   female
 ","Thanaa Ibrahim Jabbar Salman","3846 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","91 ","","Alliance","Baghdad","","   female
 ","Thanaa Shenir N Haseer N
Ali Al Shamri","2979 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","1 ","","Alliance","The egg","","Male","Thank you, Ali Abdulstar Salman Ashwan","893 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","5 ","","Alliance","Saladin","","   female
 ","Thank you, Mardan Ali Alkhanli.","5786 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","5 ","","Party","Babylon","","Male","Thank you, Saleh Al-Khafaji","2159 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","17 ","","Alliance","Dhi Qar","","Male","Thank you, Sir Rakhfan, for your
                  kindness","5054 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","1 ","","Alliance","Al-Qadisiyah","","Male","The appointment of Hadi Saleh Mahdi Al-Kassar","1224 ","ElectionCandidates_Original.csv"
"233 ","The machine","16 ","","Party","Dhi Qar","","   female
 ","The appointment of Hassan Faraj Obaid Al Obaid","5240 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","112 ","","Alliance","Baghdad","","   female
 ","The appointment of Khalifa Saleh Haseer
N Al-Kartani","4508 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","50 ","","Alliance","Baghdad","","   female
 ","The appointment of Raad Mutab Shabib Al-Zaidi","3577 ","ElectionCandidates_Original.csv"
"290 ","Nineveh First All-
iance","23 ","","Alliance","Nineveh","","female
 ","The approval of Abdullah Aziz Agha Agha","7483 ","ElectionCandidates_Original.csv"
"248 ","Al-Da'i Party","5 ","","Party","Baghdad","","female
 ","The author of the book, Abdul Rasool Abdul Wahab Al-Ramaji","3527 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","12 ","","Alliance","The egg","","   female
 ","The banks behind Zghair Hayal","574 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","16 ","","Party","The egg","","Male","The banks of the Nazem inside the Ma-
houd Al-Bouali","378 ","ElectionCandidates_Original.csv"
"223 ","Coming","8 ","","Party","Babylon","","   female
 ","The Battle of Muhammad Hadi Alwan Al-Khafaji","1953 ","ElectionCandidates_Original.csv"
"288 ","New generation","3 ","","Party","Erbil","","Male","The beauty of the newborn Osman Karim","99 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","34 ","","Party","Babylon","","   female
 ","The beds are on the bed of Abdul
Dakhil Al Dakhil","1945 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","13 ","","Party","Sulaymaniyah","","   female
 ","The birthday of Mohammad Hasir Na
Majeed","1021 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","54 ","","Alliance","Baghdad","","Male","The bliss of the rejected, the path to the torment
of the illusion","3383 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","27 ","","Alliance","Babylon","","   female
 ","The call of Talib Mohsen Thajib Al-Ajili","2119 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","32 ","","Alliance","Dhi Qar","","   female
 ","The call of the nightingale of clay, Fadala Al-Ghazi","5069 ","ElectionCandidates_Original.csv"
"281 ","Nineveh People's Union","12 ","","Alliance","Nineveh","","   female
 ","The capital of Saadallah KhadnktwalNa-
sser","7342 ","ElectionCandidates_Original.csv"
"207 ","         Reconstruction and Development Coali-
                                    tion","21 ","","Alliance","Saladin","","Male","The cheetah Basil Mawloud Ahmed Mukhlis","5576 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","4 ","","Alliance","Babylon","","   female
 ","The days of Hasir Muhammad Aziz Al-
Fariji","2239 ","ElectionCandidates_Original.csv"
"210 ","      Perception move-
                ment","28 ","","Party","Babylon","","   female
 ","The deceased, Ikram Ahmed Abdel-Maamouri","1884 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","23 ","","Party","Anbar","","female
 ","The door is closed, Youssef Ezz El-
Din Al-Anni","266 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","93 ","","Alliance","Baghdad","","   female
 ","The end of Faisal Lafta Najm Al-Qaisi","2981 ","ElectionCandidates_Original.csv"
"267 ","Nineveh for its people","16 ","","Party","Nineveh","","   female
 ","The end of Ramadan Sultan Al-Jabouri's life","7100 ","ElectionCandidates_Original.csv"
"237 ","Al-Hadbaa National
Alliance","53 ","","Alliance","Nineveh","","Male","The era of Talal Salim Muhammad Al-Khalidi","6816 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","66 ","","Alliance","Baghdad","","   female
 ","The example of Qasim Hassan Baqir
al-Hasthan","4463 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","4 ","","Party","The egg","","female
 ","The example of Sawadi Abdullah Mujir
al-Qara'ani","716 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","24 ","","Party","Sulaymaniyah","","female
 ","The famous creation ofMr. Mohammad Ramzi","962 ","ElectionCandidates_Original.csv"
"310 ","Fighter Jassim Hassan Al-Alaf","1 ","","  Pe-
rson","Wasit","","Male","The fighter Jassim Hassan Ismail Al-Alaf","7764 ","ElectionCandidates_Original.csv"
"212 ","The National Tribal Current in Iraq","6 ","","Party","Saladin","","Male","The fighter, Obstinacy, Aifan, Bashar Al-
Bashar","5584 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","54 ","","Alliance","Baghdad","","   female
 ","The fruits of Riyadh Abdul Amir Jaber Al-Mazloum","4033 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","5 ","","Alliance","The two","","Male","The gesture of Mohammed Mutashar Al Mutas-
har","1427 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","22 ","","Party","Al-Qadisiyah","","   female
 ","The giving ofFalah Hassan Abbas Al-Moussawi","1223 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","25 ","","Party","Erbil","","Male","The goat is born of a lioness.","82 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","11 ","","Party","Najaf","","Male","The great leader, Ta'ban Mahna Al-Hadrawi","1489 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","4 ","","Party","Karbala","","   female
 ","The great poet Mohammed Saleh Al-Boushour","5992 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","1 ","","Party","Anbar","","Male","The greatness of Hamad Abbas Abdul Jabbar Al-Halbousi","244 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","5 ","","Alliance","Baghdad","","   female
 ","The harmony of Abdulzahra Jawad Ali Al-Gharah","3031 ","ElectionCandidates_Original.csv"
"223 ","Coming","23 ","","Party","Babylon","","Male","The head of the ignorant Hamid Khuair Al-
Jabouri","1967 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","11 ","","Party","Dhi Qar","","Male","The host of the show is Siwan Ibrahimi.","4995 ","ElectionCandidates_Original.csv"
"236 ","Al-Omran Party","7 ","","Party","Baghdad","","   female
 ","The intelligence of Ismail Mustafa Zid-
ane Al-Tani","3188 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","27 ","","Party","Baghdad","","Male","The Messenger of Thajil Jassim Muhammad Al-Mousawi","3493 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","14 ","","Alliance","The two","","   female
 ","The morning light is necessary for the darkn-
ess of the abyss.","1408 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","7 ","","Alliance","Diyala","","Male","The noble messenger Hassan Aboud Al-Jubouri","4830 ","ElectionCandidates_Original.csv"
"211 ","National identity","32 ","","Party","Nineveh","","   female
 ","The noise of Muhammad Abdullah Al-Sabaawi","6600 ","ElectionCandidates_Original.csv"
"309 ","شميرام شمعون اصليوه","1 ","","  Pe-
rson","Kirkuk","","   female
 ","The number of Umm Shimon is the original
number.","6330 ","ElectionCandidates_Original.csv"
"319 ","The number ofMoroccans is 100,000.","1 ","","  Pe-
rson","Kirkuk","","   female
 ","The number ofMoroccans and the
number of lemons","6331 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","24 ","","Alliance","Najaf","","   female
 ","The obligation of Rida Hasiran Hassan Al-Moussawi","1790 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","25 ","","Party","Sulaymaniyah","","female
 ","The Path of One Bahjat Aon-
ani","963 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","11 ","","Alliance","The egg","","Male","The poetry collection of Abd al-Rahman al-Shawi's Siwan","573 ","ElectionCandidates_Original.csv"
"288 ","New generation","3 ","","Party","Nineveh","","Male","The religion of the corrupt Suleiman","7456 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","24 ","","Alliance","Najaf","","   female
 ","The remains of Abdul Haseer N Mahdi
Abdul Fatlawi","1744 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","18 ","","Alliance","The egg","","Male","The reproach of the galab, the king
of the wealthy","430 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","45 ","","Party","Baghdad","","Male","The results of the Abdulsadah Mowat Al-
Kahlawi","3660 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","51 ","","Alliance","Baghdad","","Male","The return of Maher Ghanem Saleh Al-Daraji","2941 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","7 ","","Alliance","Wasit","","Male","The ruling on honoring Abdullah Hassan Al-Jahish","7618 ","ElectionCandidates_Original.csv"
"286 ","Civilians","12 ","","Party","Nineveh","","   female
 ","The scholarship of Jalal ad-Din Hamusar ibn
Rumi","7404 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","77 ","","Alliance","Baghdad","","   female
 ","The second Karghouli of Inam Abdul
Ali","4474 ","ElectionCandidates_Original.csv"
"237 ","Al-Hadbaa National
Alliance","27 ","","Alliance","Nineveh","","Male","The secret of Abdul Mohsen Sirr in Hasir
Al-Darzi","6790 ","ElectionCandidates_Original.csv"
"288 ","New generation","10 ","","Party","Sulaymaniyah","","Male","The secret of Abdul Rahman Karim Mina","1067 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","16 ","","Alliance","Al-Qadisiyah","","female
 ","The secrets of Muhammad Musa Shihan
Al-Jabouri","1279 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","19 ","","Party","Nineveh","","   female
 ","The secrets of Mustafa Muhammad
Yunus Barwari","7287 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","20 ","","Alliance","Wasit","","   female
 ","The secrets of the student Jiday Al-Falihawi","7736 ","ElectionCandidates_Original.csv"
"209 ","Rescuers","5 ","","Party","Baghdad","","Male","The singer Abdul Latif Muhammad, the singer of the beloved","2587 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","25 ","","Party","Baghdad","","Male","The Spectre of Diabkazar Salem Al-Ghazawi","2294 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","94 ","","Party","Baghdad","","Male","The story of Abdul Hassan Shafni
Jial-Kathi","2720 ","ElectionCandidates_Original.csv"
"288 ","New generation","4 ","","Party","Diyala","","Male","The story of Dana Hassan Muhammad","4984 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","26 ","","Party","Erbil","","   female
 ","The story of Ibrahim Abdurrahman Bayezidzehni","83 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","3 ","","Alliance","Al-Qadisiyah","","Male","The stubbornness of Hassan Abdul Redha Rashid Al-Ziyad","1182 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","126 ","","Alliance","Baghdad","","Male","The stubbornness of Nasser Obaid Zubaidi
Al-Husayrin","3972 ","ElectionCandidates_Original.csv"
"250 ","Alternative Allia-
nce","58 ","","Alliance","Baghdad","","female
 ","The Sun of Alauddin Hassan Qasim Al-Qarghuli","3584 ","ElectionCandidates_Original.csv"
"279 ","United Saladin Alliance","5 ","","Alliance","Saladin","","   female
 ","The temptation of Mahmoud Khalaf Mohammed Al-Jabouri","5832 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","40 ","","Alliance","Nineveh","","   female
 ","The time of Bashar Abdulrahman Ahmed
Al-Dulaimi","6719 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","21 ","","Alliance","Karbala","","   female
 ","The time of Hamid Jas-
sim Abbas Al-Karafni","5987 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","75 ","","Alliance","Baghdad","","female
 ","The time of Jabbar Shanishil Saleh Al-Rubaie","2963 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","17 ","","Party","Najaf","","female
 ","The time of Malik Abdullah Khanyab Sultan","1495 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","9 ","","Alliance","The two","","Male","The traveler, the name of Azuzalyasri","1473 ","ElectionCandidates_Original.csv"
